#          z   avg(WSh)   min(WSh)   max(WSh)   avg(WDh)   min(WDh)   max(WDh)        TIh
187.919463   9.382525   8.775029   9.992322 182.359968 178.603759 185.653555   0.030506
191.275168   9.416682   8.793945   9.991958 182.558332 178.752067 186.001263   0.029526
194.630872   9.451928   8.813441  10.008185 182.725358 178.984834 186.245359   0.028740
197.986577   9.488402   8.832262   9.985109 182.872881 179.245367 186.511807   0.028380
201.342282   9.528249   8.853908   9.977772 183.009988 179.509952 186.442200   0.027331
204.697987   9.569020   8.878165  10.026102 183.150791 179.802559 186.415774   0.026329
208.053691   9.609388   8.904451  10.051912 183.296007 179.861075 186.433823   0.026085
211.409396   9.644681   8.939001  10.062336 183.456795 180.302691 186.219183   0.025503
214.765101   9.675959   8.972152  10.088788 183.649633 180.167109 186.083361   0.024901
218.120805   9.704589   9.004945  10.138930 183.859563 180.026268 186.307974   0.024905
221.476510   9.729536   9.032340  10.156487 184.079201 180.030985 186.430785   0.024780
224.832215   9.753138   9.070443  10.137473 184.288900 180.426047 186.656302   0.024789
228.187919   9.775827   9.122067  10.193238 184.492268 180.959778 187.055739   0.025212
231.543624   9.796966   9.150724  10.250804 184.688801 181.523396 187.386913   0.025155
234.899329   9.819006   9.295265  10.384868 184.877989 181.582696 187.575726   0.024765
238.255034   9.841216   9.362229  10.468632 185.063881 181.766127 187.829080   0.024873
241.610738   9.862397   9.330780  10.386663 185.250218 182.185336 187.973651   0.024850
244.966443   9.881781   9.291797  10.376833 185.439370 182.508928 188.100494   0.024729
248.322148   9.900677   9.257583  10.366685 185.624783 182.850478 188.213789   0.025008
251.677852   9.919723   9.369359  10.370793 185.796268 183.111950 188.301673   0.024963
255.033557   9.940853   9.417396  10.438937 185.963396 183.393959 188.755088   0.024371
258.389262   9.962365   9.446042  10.479537 186.130847 183.646834 189.097364   0.023961
261.744966   9.982867   9.479797  10.430800 186.303846 183.689321 189.133090   0.023398
265.100671   9.999814   9.503211  10.427260 186.487264 183.729127 188.951702   0.022711
268.456376  10.015105   9.496382  10.462205 186.670858 183.746325 188.997794   0.022327
271.812081  10.028599   9.533946  10.482883 186.848038 184.061613 189.244650   0.021762
275.167785  10.040365   9.511610  10.469714 187.015679 184.321691 189.393845   0.021194
278.523490  10.052042   9.446430  10.459180 187.183733 184.559688 189.538924   0.021123
281.879195  10.064368   9.387541  10.452343 187.358526 184.760094 189.615162   0.020974
285.234899  10.076211   9.386495  10.495705 187.535118 184.800017 189.634927   0.020607
288.590604  10.087416   9.405031  10.532813 187.712059 184.582070 189.810564   0.020491
291.946309  10.097403   9.454674  10.562391 187.889366 184.490663 190.081887   0.020321
295.302013  10.106006   9.604253  10.529983 188.061690 185.078168 190.354738   0.019678
298.657718  10.114714   9.737634  10.528085 188.230333 185.534931 190.508268   0.019399
302.013423  10.124019   9.757333  10.542816 188.393876 185.701380 190.581857   0.019293
305.369128  10.134437   9.758325  10.545152 188.555472 185.999742 190.614825   0.018689
308.724832  10.145729   9.766675  10.516959 188.716594 186.260959 190.817754   0.018492
312.080537  10.158119   9.773344  10.478655 188.877627 186.519436 191.190703   0.018560
315.436242  10.170480   9.739550  10.456210 189.035000 186.684034 191.378180   0.018198
318.791946  10.182965   9.676771  10.454943 189.183027 186.889935 191.513619   0.018095
322.147651  10.195575   9.663816  10.484982 189.316993 186.925544 191.626288   0.018084
325.503356  10.206555   9.783711  10.493051 189.444540 186.952052 191.680256   0.017673
328.859060  10.216636   9.876851  10.529500 189.579321 186.947973 191.759056   0.017648
332.214765  10.225635   9.819944  10.546233 189.725938 186.977731 191.821335   0.017753
335.570470  10.233534   9.854673  10.521284 189.890495 187.189788 191.884904   0.017274
338.926174  10.239913   9.857019  10.535874 190.052127 187.453219 192.070997   0.016990
342.281879  10.244332   9.869832  10.563388 190.207593 187.732723 192.140166   0.016888
345.637584  10.245790   9.888323  10.516767 190.355589 187.943911 192.141807   0.016276
348.993289  10.247851   9.875049  10.510212 190.505650 188.097589 192.434258   0.016000
352.348993  10.250897   9.873004  10.514727 190.658844 188.232027 192.586960   0.016054
355.704698  10.256886   9.881480  10.528362 190.804731 188.417527 192.601455   0.015732
359.060403  10.264392   9.863603  10.557651 190.947528 188.655758 192.591947   0.015742
362.416107  10.273449   9.881853  10.622757 191.087201 188.847739 192.799359   0.015842
365.771812  10.283104   9.938367  10.603891 191.233216 189.067701 192.904450   0.015214
369.127517  10.291858   9.995136  10.591823 191.389248 189.364839 193.116152   0.014864
372.483221  10.299651   9.982811  10.602983 191.555639 189.601348 193.673207   0.014871
375.838926  10.304981  10.017179  10.603263 191.720447 189.865912 193.719289   0.014478
379.194631  10.309429  10.044690  10.597964 191.877507 190.120318 193.926478   0.014396
382.550336  10.312965  10.002952  10.605074 192.026814 190.179912 194.078941   0.014584
385.906040  10.313571   9.990185  10.571160 192.159146 190.254624 193.942778   0.014149
389.261745  10.313425   9.988726  10.572142 192.286168 190.337901 194.005555   0.013938
392.617450  10.312681  10.003280  10.572374 192.407939 190.429682 194.240413   0.014007
395.973154  10.314119  10.033699  10.565473 192.517878 190.533207 194.300336   0.013745
399.328859  10.315684  10.063098  10.567335 192.633333 190.630651 194.311979   0.013642
402.684564  10.317397  10.077493  10.587012 192.753763 190.520252 194.390826   0.013792
406.040268  10.319415  10.085379  10.540095 192.879452 190.714648 194.539079   0.013407
409.395973  10.321436  10.094696  10.559453 193.008764 190.597360 194.670943   0.013143
412.751678  10.323346  10.110943  10.591853 193.141172 190.455499 194.741770   0.013140
416.107383  10.323525  10.109027  10.566488 193.277591 190.518554 194.778899   0.012809
419.463087  10.323486  10.105814  10.545909 193.410686 190.732732 194.862318   0.012604
422.818792  10.323493  10.090197  10.542994 193.541380 191.047605 194.881900   0.012556
426.174497  10.325263  10.094180  10.562067 193.671566 191.996990 195.199397   0.012015
429.530201  10.328309  10.111382  10.582956 193.802787 192.350987 195.344552   0.011627
432.885906  10.332131  10.068063  10.599363 193.934533 192.464429 195.390993   0.011555
436.241611  10.335285   9.975018  10.628739 194.065540 192.631386 195.418753   0.011325
439.597315  10.337685   9.949364  10.631701 194.196954 192.790933 195.599931   0.011099
442.953020  10.339664   9.965446  10.614038 194.331362 192.784827 195.801131   0.010974
446.308725  10.341707  10.083783  10.573579 194.483180 193.045315 195.905936   0.010507
449.664430  10.343222  10.083124  10.537649 194.651339 193.174286 195.964939   0.010221
453.020134  10.344314  10.077692  10.525292 194.828652 193.329450 195.990577   0.010255
456.375839  10.344393  10.108571  10.526985 195.006683 193.448444 196.088731   0.010011
459.731544  10.343546  10.148734  10.529311 195.180465 193.539943 196.318636   0.009758
463.087248  10.341701  10.172025  10.526823 195.356707 193.539199 196.539307   0.009689
466.442953  10.337197  10.183746  10.532377 195.554497 193.434683 196.708410   0.009464
469.798658  10.332126  10.194017  10.516531 195.784455 193.397180 196.872092   0.009190
473.154362  10.327108  10.193631  10.492626 196.037102 193.427691 197.081596   0.009178
476.510067  10.323005  10.210533  10.460400 196.321733 193.931723 197.412072   0.008965
479.865772  10.315577  10.206910  10.450894 196.614636 194.555034 197.532687   0.008707
483.221477  10.305854  10.185065  10.478015 196.903591 195.044485 197.624984   0.008507
486.577181  10.292402  10.153066  10.485624 197.164771 195.383269 197.842899   0.007592
489.932886  10.279115  10.139906  10.454792 197.352076 196.020097 197.939400   0.006838
493.288591  10.266798  10.126662  10.436948 197.483904 196.745674 198.011812   0.006891
496.644295  10.257300  10.117652  10.448258 197.525875 196.845468 198.070985   0.007424
500.000000  10.251038  10.104974  10.461086 197.530243 196.761773 198.206925   0.007978
